problem,std_term_i,std_term_j,leg_term_i,leg_term_j,corr_std,corr_leg
Heat,u_x,uu_xxx,P0(u)u_x,P1(u)u_xxx,-0.012,0.1772
Heat,u_x,u^2u_xxx,P0(u)u_x,P2(u)u_xxx,-0.4348,0.5995
Heat,u_x,u^3u_xxx,P0(u)u_x,P3(u)u_xxx,-0.0805,-0.1909
Heat,u_x,u^4u_xxx,P0(u)u_x,P4(u)u_xxx,-0.2424,-0.1888
Heat,u_x,u^5u_xxx,P0(u)u_x,P5(u)u_xxx,-0.0788,0.1608
Heat,u_x,u^6u_xxx,P0(u)u_x,P6(u)u_xxx,-0.1269,-0.0885
Heat,u_x,u_xxxx,P0(u)u_x,P0(u)u_xxxx,0.0,0.0
Heat,u_x,uu_xxxx,P0(u)u_x,P1(u)u_xxxx,-0.0128,-0.0135
Heat,u_x,u^2u_xxxx,P0(u)u_x,P2(u)u_xxxx,-0.0014,-0.0004
Heat,u_x,u^3u_xxxx,P0(u)u_x,P3(u)u_xxxx,-0.0038,0.0072
Heat,u_x,u^4u_xxxx,P0(u)u_x,P4(u)u_xxxx,-0.0043,-0.0053
Heat,u_x,u^5u_xxxx,P0(u)u_x,P5(u)u_xxxx,-0.0032,-0.0041
Heat,u_x,u^6u_xxxx,P0(u)u_x,P6(u)u_xxxx,-0.0053,0.0112
Heat,u_x,u_xxxxx,P0(u)u_x,P0(u)u_xxxxx,0.0793,0.0793
Heat,u_x,uu_xxxxx,P0(u)u_x,P1(u)u_xxxxx,0.0051,-0.015
Heat,u_x,u^2u_xxxxx,P0(u)u_x,P2(u)u_xxxxx,0.0531,-0.0668
Heat,u_x,u^3u_xxxxx,P0(u)u_x,P3(u)u_xxxxx,0.0162,0.0244
Heat,u_x,u^4u_xxxxx,P0(u)u_x,P4(u)u_xxxxx,0.0301,-0.0051
Heat,u_x,u^5u_xxxxx,P0(u)u_x,P5(u)u_xxxxx,0.0168,-0.0139
Heat,u_x,u^6u_xxxxx,P0(u)u_x,P6(u)u_xxxxx,0.0164,0.0292
Heat,u_x,u_xxxxxx,P0(u)u_x,P0(u)u_xxxxxx,0.0,0.0
Heat,u_x,uu_xxxxxx,P0(u)u_x,P1(u)u_xxxxxx,0.0025,0.0031
Heat,u_x,u^2u_xxxxxx,P0(u)u_x,P2(u)u_xxxxxx,-0.0004,-0.0008
Heat,u_x,u^3u_xxxxxx,P0(u)u_x,P3(u)u_xxxxxx,0.002,-0.0052
Heat,u_x,u^4u_xxxxxx,P0(u)u_x,P4(u)u_xxxxxx,0.0033,0.0073
Heat,u_x,u^5u_xxxxxx,P0(u)u_x,P5(u)u_xxxxxx,0.0024,0.0035
Heat,u_x,u^6u_xxxxxx,P0(u)u_x,P6(u)u_xxxxxx,0.0048,-0.0132
Heat,uu_x,u^2u_x,P1(u)u_x,P2(u)u_x,0.527,0.0698
Heat,uu_x,u^3u_x,P1(u)u_x,P3(u)u_x,0.9442,-0.9817
Heat,uu_x,u^4u_x,P1(u)u_x,P4(u)u_x,0.6049,-0.0196
Heat,uu_x,u^5u_x,P1(u)u_x,P5(u)u_x,0.8526,0.8232
Heat,uu_x,u^6u_x,P1(u)u_x,P6(u)u_x,0.61,-0.0161
Heat,uu_x,u_xx,P1(u)u_x,P0(u)u_xx,0.0592,0.0656
Heat,uu_x,uu_xx,P1(u)u_x,P1(u)u_xx,0.1271,0.0998
Heat,uu_x,u^2u_xx,P1(u)u_x,P2(u)u_xx,0.025,-0.0027
Heat,uu_x,u^3u_xx,P1(u)u_x,P3(u)u_xx,0.0318,-0.0264
Heat,uu_x,u^4u_xx,P1(u)u_x,P4(u)u_xx,0.0179,-0.0144
Heat,uu_x,u^5u_xx,P1(u)u_x,P5(u)u_xx,0.0207,0.0066
Heat,uu_x,u^6u_xx,P1(u)u_x,P6(u)u_xx,0.0129,0.0205
Heat,uu_x,u_xxx,P1(u)u_x,P0(u)u_xxx,-0.0065,0.2287
Heat,uu_x,uu_xxx,P1(u)u_x,P1(u)u_xxx,-0.6226,-0.6689
Heat,uu_x,u^2u_xxx,P1(u)u_x,P2(u)u_xxx,-0.1725,-0.172
Heat,uu_x,u^3u_xxx,P1(u)u_x,P3(u)u_xxx,-0.457,0.7001
Heat,uu_x,u^4u_xxx,P1(u)u_x,P4(u)u_xxx,-0.185,-0.0002
Heat,uu_x,u^5u_xxx,P1(u)u_x,P5(u)u_xxx,-0.276,-0.473
Heat,uu_x,u^6u_xxx,P1(u)u_x,P6(u)u_xxx,-0.137,0.0731
Heat,uu_x,u_xxxx,P1(u)u_x,P0(u)u_xxxx,-0.0154,-0.0164
Heat,uu_x,uu_xxxx,P1(u)u_x,P1(u)u_xxxx,-0.0237,-0.0173
Heat,uu_x,u^2u_xxxx,P1(u)u_x,P2(u)u_xxxx,-0.006,-0.0048
Heat,uu_x,u^3u_xxxx,P1(u)u_x,P3(u)u_xxxx,-0.0087,-0.0017
Heat,uu_x,u^4u_xxxx,P1(u)u_x,P4(u)u_xxxx,-0.0054,0.0112
Heat,uu_x,u^5u_xxxx,P1(u)u_x,P5(u)u_xxxx,-0.0085,-0.0028
Heat,uu_x,u^6u_xxxx,P1(u)u_x,P6(u)u_xxxx,-0.0048,-0.0151
Heat,uu_x,u_xxxxx,P1(u)u_x,P0(u)u_xxxxx,0.0004,-0.0272
Heat,uu_x,uu_xxxxx,P1(u)u_x,P1(u)u_xxxxx,0.0946,0.1004
Heat,uu_x,u^2u_xxxxx,P1(u)u_x,P2(u)u_xxxxx,0.0343,0.0267
Heat,uu_x,u^3u_xxxxx,P1(u)u_x,P3(u)u_xxxxx,0.0745,-0.1194
Heat,uu_x,u^4u_xxxxx,P1(u)u_x,P4(u)u_xxxxx,0.0407,0.0076
Heat,uu_x,u^5u_xxxxx,P1(u)u_x,P5(u)u_xxxxx,0.0459,0.0358
Heat,uu_x,u^6u_xxxxx,P1(u)u_x,P6(u)u_xxxxx,0.0322,-0.0245
Heat,uu_x,u_xxxxxx,P1(u)u_x,P0(u)u_xxxxxx,0.0008,0.0006
Heat,uu_x,uu_xxxxxx,P1(u)u_x,P1(u)u_xxxxxx,-0.0021,-0.0028
Heat,uu_x,u^2u_xxxxxx,P1(u)u_x,P2(u)u_xxxxxx,0.0021,0.0051
Heat,uu_x,u^3u_xxxxxx,P1(u)u_x,P3(u)u_xxxxxx,0.0039,0.0055
Heat,uu_x,u^4u_xxxxxx,P1(u)u_x,P4(u)u_xxxxxx,0.0031,-0.01
Heat,uu_x,u^5u_xxxxxx,P1(u)u_x,P5(u)u_xxxxxx,0.0063,0.0025
Heat,uu_x,u^6u_xxxxxx,P1(u)u_x,P6(u)u_xxxxxx,0.0036,0.0143
Heat,u^2u_x,u^3u_x,P2(u)u_x,P3(u)u_x,0.6554,-0.0915
Heat,u^2u_x,u^4u_x,P2(u)u_x,P4(u)u_x,0.956,-0.7914
Heat,u^2u_x,u^5u_x,P2(u)u_x,P5(u)u_x,0.6949,0.1323
Heat,u^2u_x,u^6u_x,P2(u)u_x,P6(u)u_x,0.872,0.3493
Heat,u^2u_x,u_xx,P2(u)u_x,P0(u)u_xx,0.0832,0.0348
Heat,u^2u_x,uu_xx,P2(u)u_x,P1(u)u_xx,0.135,-0.0195
Heat,u^2u_x,u^2u_xx,P2(u)u_x,P2(u)u_xx,0.0304,-0.0149
Heat,u^2u_x,u^3u_xx,P2(u)u_x,P3(u)u_xx,0.0351,0.0171
Heat,u^2u_x,u^4u_xx,P2(u)u_x,P4(u)u_xx,0.0233,0.0076
Heat,u^2u_x,u^5u_xx,P2(u)u_x,P5(u)u_xx,0.0217,-0.0107
Heat,u^2u_x,u^6u_xx,P2(u)u_x,P6(u)u_xx,0.0182,-0.0011
Heat,u^2u_x,u_xxx,P2(u)u_x,P0(u)u_xxx,-0.5348,0.5937
Heat,u^2u_x,uu_xxx,P2(u)u_x,P1(u)u_xxx,-0.1789,-0.131
Heat,u^2u_x,u^2u_xxx,P2(u)u_x,P2(u)u_xxx,-0.5657,-0.5993
Heat,u^2u_x,u^3u_xxx,P2(u)u_x,P3(u)u_xxx,-0.2385,0.1541
Heat,u^2u_x,u^4u_xxx,P2(u)u_x,P4(u)u_xxx,-0.3908,0.3061
Heat,u^2u_x,u^5u_xxx,P2(u)u_x,P5(u)u_xxx,-0.1987,-0.1562
Heat,u^2u_x,u^6u_xxx,P2(u)u_x,P6(u)u_xxx,-0.2326,-0.0294
Heat,u^2u_x,u_xxxx,P2(u)u_x,P0(u)u_xxxx,-0.0266,-0.0118
Heat,u^2u_x,uu_xxxx,P2(u)u_x,P1(u)u_xxxx,-0.0346,0.0055
Heat,u^2u_x,u^2u_xxxx,P2(u)u_x,P2(u)u_xxxx,-0.0064,0.0006
Heat,u^2u_x,u^3u_xxxx,P2(u)u_x,P3(u)u_xxxx,-0.0109,-0.0091
Heat,u^2u_x,u^4u_xxxx,P2(u)u_x,P4(u)u_xxxx,-0.0085,0.0047
Heat,u^2u_x,u^5u_xxxx,P2(u)u_x,P5(u)u_xxxx,-0.0085,0.0081
Heat,u^2u_x,u^6u_xxxx,P2(u)u_x,P6(u)u_xxxx,-0.0092,-0.0113
Heat,u^2u_x,u_xxxxx,P2(u)u_x,P0(u)u_xxxxx,0.0689,-0.068
Heat,u^2u_x,uu_xxxxx,P2(u)u_x,P1(u)u_xxxxx,0.0301,0.0095
Heat,u^2u_x,u^2u_xxxxx,P2(u)u_x,P2(u)u_xxxxx,0.0957,0.0705
Heat,u^2u_x,u^3u_xxxxx,P2(u)u_x,P3(u)u_xxxxx,0.0517,-0.0139
Heat,u^2u_x,u^4u_xxxxx,P2(u)u_x,P4(u)u_xxxxx,0.0725,-0.0269
Heat,u^2u_x,u^5u_xxxxx,P2(u)u_x,P5(u)u_xxxxx,0.0468,0.0082
Heat,u^2u_x,u^6u_xxxxx,P2(u)u_x,P6(u)u_xxxxx,0.0464,-0.0063
Heat,u^2u_x,u_xxxxxx,P2(u)u_x,P0(u)u_xxxxxx,0.004,0.002
Heat,u^2u_x,uu_xxxxxx,P2(u)u_x,P1(u)u_xxxxxx,0.0072,-0.0009
Heat,u^2u_x,u^2u_xxxxxx,P2(u)u_x,P2(u)u_xxxxxx,0.0014,0.0012
Heat,u^2u_x,u^3u_xxxxxx,P2(u)u_x,P3(u)u_xxxxxx,0.006,0.0077
Heat,u^2u_x,u^4u_xxxxxx,P2(u)u_x,P4(u)u_xxxxxx,0.0056,-0.0062
Heat,u^2u_x,u^5u_xxxxxx,P2(u)u_x,P5(u)u_xxxxxx,0.0062,-0.0075
Heat,u^2u_x,u^6u_xxxxxx,P2(u)u_x,P6(u)u_xxxxxx,0.0077,0.0127
Heat,u^3u_x,u^4u_x,P3(u)u_x,P4(u)u_x,0.7638,0.0536
Heat,u^3u_x,u^5u_x,P3(u)u_x,P5(u)u_x,0.9705,-0.9144
Heat,u^3u_x,u^6u_x,P3(u)u_x,P6(u)u_x,0.7833,-0.0044
Heat,u^3u_x,u_xx,P3(u)u_x,P0(u)u_xx,0.0922,-0.057
Heat,u^3u_x,uu_xx,P3(u)u_x,P1(u)u_xx,0.1654,-0.0839
Heat,u^3u_x,u^2u_xx,P3(u)u_x,P2(u)u_xx,0.0349,0.004
Heat,u^3u_x,u^3u_xx,P3(u)u_x,P3(u)u_xx,0.0422,0.0226
Heat,u^3u_x,u^4u_xx,P3(u)u_x,P4(u)u_xx,0.0255,0.0125
Heat,u^3u_x,u^5u_xx,P3(u)u_x,P5(u)u_xx,0.0275,-0.006
Heat,u^3u_x,u^6u_xx,P3(u)u_x,P6(u)u_xx,0.0187,-0.0215
Heat,u^3u_x,u_xxx,P3(u)u_x,P0(u)u_xxx,-0.0976,-0.2364
Heat,u^3u_x,uu_xxx,P3(u)u_x,P1(u)u_xxx,-0.5692,0.6433
Heat,u^3u_x,u^2u_xxx,P3(u)u_x,P2(u)u_xxx,-0.2731,0.1946
Heat,u^3u_x,u^3u_xxx,P3(u)u_x,P3(u)u_xxx,-0.4934,-0.7046
Heat,u^3u_x,u^4u_xxx,P3(u)u_x,P4(u)u_xxx,-0.2724,-0.0336
Heat,u^3u_x,u^5u_xxx,P3(u)u_x,P5(u)u_xxx,-0.3381,0.5348
Heat,u^3u_x,u^6u_xxx,P3(u)u_x,P6(u)u_xxx,-0.2054,-0.0584
Heat,u^3u_x,u_xxxx,P3(u)u_x,P0(u)u_xxxx,-0.0262,0.0138
Heat,u^3u_x,uu_xxxx,P3(u)u_x,P1(u)u_xxxx,-0.038,0.0124
Heat,u^3u_x,u^2u_xxxx,P3(u)u_x,P2(u)u_xxxx,-0.0098,0.0033
Heat,u^3u_x,u^3u_xxxx,P3(u)u_x,P3(u)u_xxxx,-0.0134,0.0018
Heat,u^3u_x,u^4u_xxxx,P3(u)u_x,P4(u)u_xxxx,-0.0095,-0.0105
Heat,u^3u_x,u^5u_xxxx,P3(u)u_x,P5(u)u_xxxx,-0.0123,0.0024
Heat,u^3u_x,u^6u_xxxx,P3(u)u_x,P6(u)u_xxxx,-0.0087,0.017
Heat,u^3u_x,u_xxxxx,P3(u)u_x,P0(u)u_xxxxx,0.0113,0.0267
Heat,u^3u_x,uu_xxxxx,P3(u)u_x,P1(u)u_xxxxx,0.0939,-0.0919
Heat,u^3u_x,u^2u_xxxxx,P3(u)u_x,P2(u)u_xxxxx,0.058,-0.0268
Heat,u^3u_x,u^3u_xxxxx,P3(u)u_x,P3(u)u_xxxxx,0.1013,0.1203
Heat,u^3u_x,u^4u_xxxxx,P3(u)u_x,P4(u)u_xxxxx,0.0667,-0.0042
Heat,u^3u_x,u^5u_xxxxx,P3(u)u_x,P5(u)u_xxxxx,0.0761,-0.0558
Heat,u^3u_x,u^6u_xxxxx,P3(u)u_x,P6(u)u_xxxxx,0.0561,0.0253
Heat,u^3u_x,u_xxxxxx,P3(u)u_x,P0(u)u_xxxxxx,0.002,-0.0012
Heat,u^3u_x,uu_xxxxxx,P3(u)u_x,P1(u)u_xxxxxx,0.0028,0.0032
Heat,u^3u_x,u^2u_xxxxxx,P3(u)u_x,P2(u)u_xxxxxx,0.0045,-0.0035
Heat,u^3u_x,u^3u_xxxxxx,P3(u)u_x,P3(u)u_xxxxxx,0.0071,-0.0047
Heat,u^3u_x,u^4u_xxxxxx,P3(u)u_x,P4(u)u_xxxxxx,0.0065,0.0094
Heat,u^3u_x,u^5u_xxxxxx,P3(u)u_x,P5(u)u_xxxxxx,0.0095,-0.0021
Heat,u^3u_x,u^6u_xxxxxx,P3(u)u_x,P6(u)u_xxxxxx,0.0071,-0.016
Heat,u^4u_x,u^5u_x,P4(u)u_x,P5(u)u_x,0.8284,-0.1251
Heat,u^4u_x,u^6u_x,P4(u)u_x,P6(u)u_x,0.9711,-0.8247
Heat,u^4u_x,u_xx,P4(u)u_x,P0(u)u_xx,0.1059,-0.1013
Heat,u^4u_x,uu_xx,P4(u)u_x,P1(u)u_xx,0.1611,-0.0438
Heat,u^4u_x,u^2u_xx,P4(u)u_x,P2(u)u_xx,0.0381,0.0245
Heat,u^4u_x,u^3u_xx,P4(u)u_x,P3(u)u_xx,0.0431,-0.003
Heat,u^4u_x,u^4u_xx,P4(u)u_x,P4(u)u_xx,0.0295,-0.0064
Heat,u^4u_x,u^5u_xx,P4(u)u_x,P5(u)u_xx,0.0278,0.014
Heat,u^4u_x,u^6u_xx,P4(u)u_x,P6(u)u_xx,0.0233,-0.0024
Heat,u^4u_x,u_xxx,P4(u)u_x,P0(u)u_xxx,-0.4106,-0.2683
Heat,u^4u_x,uu_xxx,P4(u)u_x,P1(u)u_xxx,-0.2548,-0.0046
Heat,u^4u_x,u^2u_xxx,P4(u)u_x,P2(u)u_xxx,-0.5405,0.4061
Heat,u^4u_x,u^3u_xxx,P4(u)u_x,P3(u)u_xxx,-0.3174,-0.0257
Heat,u^4u_x,u^4u_xxx,P4(u)u_x,P4(u)u_xxx,-0.4329,-0.4704
Heat,u^4u_x,u^5u_xxx,P4(u)u_x,P5(u)u_xxx,-0.2744,0.0859
Heat,u^4u_x,u^6u_xxx,P4(u)u_x,P6(u)u_xxx,-0.2966,0.3081
Heat,u^4u_x,u_xxxx,P4(u)u_x,P0(u)u_xxxx,-0.0361,0.0317
Heat,u^4u_x,uu_xxxx,P4(u)u_x,P1(u)u_xxxx,-0.0437,0.0137
Heat,u^4u_x,u^2u_xxxx,P4(u)u_x,P2(u)u_xxxx,-0.0109,-0.0026
Heat,u^4u_x,u^3u_xxxx,P4(u)u_x,P3(u)u_xxxx,-0.0154,0.0103
Heat,u^4u_x,u^4u_xxxx,P4(u)u_x,P4(u)u_xxxx,-0.0127,-0.0006
Heat,u^4u_x,u^5u_xxxx,P4(u)u_x,P5(u)u_xxxx,-0.0129,-0.0142
Heat,u^4u_x,u^6u_xxxx,P4(u)u_x,P6(u)u_xxxx,-0.0134,0.0076
Heat,u^4u_x,u_xxxxx,P4(u)u_x,P0(u)u_xxxxx,0.0515,0.0203
Heat,u^4u_x,uu_xxxxx,P4(u)u_x,P1(u)u_xxxxx,0.0444,0.0039
Heat,u^4u_x,u^2u_xxxxx,P4(u)u_x,P2(u)u_xxxxx,0.1095,-0.0499
Heat,u^4u_x,u^3u_xxxxx,P4(u)u_x,P3(u)u_xxxxx,0.0779,-0.0135
Heat,u^4u_x,u^4u_xxxxx,P4(u)u_x,P4(u)u_xxxxx,0.1047,0.0898
Heat,u^4u_x,u^5u_xxxxx,P4(u)u_x,P5(u)u_xxxxx,0.0776,0.0125
Heat,u^4u_x,u^6u_xxxxx,P4(u)u_x,P6(u)u_xxxxx,0.0831,-0.0592
Heat,u^4u_x,u_xxxxxx,P4(u)u_x,P0(u)u_xxxxxx,0.0067,-0.0041
Heat,u^4u_x,uu_xxxxxx,P4(u)u_x,P1(u)u_xxxxxx,0.0111,-0.0049
Heat,u^4u_x,u^2u_xxxxxx,P4(u)u_x,P2(u)u_xxxxxx,0.005,-0.0002
Heat,u^4u_x,u^3u_xxxxxx,P4(u)u_x,P3(u)u_xxxxxx,0.0096,-0.011
Heat,u^4u_x,u^4u_xxxxxx,P4(u)u_x,P4(u)u_xxxxxx,0.0094,0.0008
Heat,u^4u_x,u^5u_xxxxxx,P4(u)u_x,P5(u)u_xxxxxx,0.0103,0.0139
Heat,u^4u_x,u^6u_xxxxxx,P4(u)u_x,P6(u)u_xxxxxx,0.0117,-0.0075
Heat,u^5u_x,u^6u_x,P5(u)u_x,P6(u)u_x,0.8762,0.0561
Heat,u^5u_x,u_xx,P5(u)u_x,P0(u)u_xx,0.0991,0.0287
Heat,u^5u_x,uu_xx,P5(u)u_x,P1(u)u_xx,0.1717,0.0412
Heat,u^5u_x,u^2u_xx,P5(u)u_x,P2(u)u_xx,0.0379,-0.0058
Heat,u^5u_x,u^3u_xx,P5(u)u_x,P3(u)u_xx,0.0466,-0.0088
Heat,u^5u_x,u^4u_xx,P5(u)u_x,P4(u)u_xx,0.0292,-0.008
Heat,u^5u_x,u^5u_xx,P5(u)u_x,P5(u)u_xx,0.032,0.0016
Heat,u^5u_x,u^6u_xx,P5(u)u_x,P6(u)u_xx,0.0227,0.0227
Heat,u^5u_x,u_xxx,P5(u)u_x,P0(u)u_xxx,-0.1357,0.2298
Heat,u^5u_x,uu_xxx,P5(u)u_x,P1(u)u_xxx,-0.4963,-0.5117
Heat,u^5u_x,u^2u_xxx,P5(u)u_x,P2(u)u_xxx,-0.3211,-0.2223
Heat,u^5u_x,u^3u_xxx,P5(u)u_x,P3(u)u_xxx,-0.4912,0.6182
Heat,u^5u_x,u^4u_xxx,P5(u)u_x,P4(u)u_xxx,-0.334,0.102
Heat,u^5u_x,u^5u_xxx,P5(u)u_x,P5(u)u_xxx,-0.3885,-0.6003
Heat,u^5u_x,u^6u_xxx,P5(u)u_x,P6(u)u_xxx,-0.277,0.0169
Heat,u^5u_x,u_xxxx,P5(u)u_x,P0(u)u_xxxx,-0.0308,-0.0047
Heat,u^5u_x,uu_xxxx,P5(u)u_x,P1(u)u_xxxx,-0.0456,-0.0006
Heat,u^5u_x,u^2u_xxxx,P5(u)u_x,P2(u)u_xxxx,-0.0125,-0.0001
Heat,u^5u_x,u^3u_xxxx,P5(u)u_x,P3(u)u_xxxx,-0.0181,-0.0043
Heat,u^5u_x,u^4u_xxxx,P5(u)u_x,P4(u)u_xxxx,-0.0132,0.0091
Heat,u^5u_x,u^5u_xxxx,P5(u)u_x,P5(u)u_xxxx,-0.0171,0.001
Heat,u^5u_x,u^6u_xxxx,P5(u)u_x,P6(u)u_xxxx,-0.013,-0.021
Heat,u^5u_x,u_xxxxx,P5(u)u_x,P0(u)u_xxxxx,0.0145,-0.0245
Heat,u^5u_x,uu_xxxxx,P5(u)u_x,P1(u)u_xxxxx,0.0889,0.0627
Heat,u^5u_x,u^2u_xxxxx,P5(u)u_x,P2(u)u_xxxxx,0.0754,0.023
Heat,u^5u_x,u^3u_xxxxx,P5(u)u_x,P3(u)u_xxxxx,0.1237,-0.0975
Heat,u^5u_x,u^4u_xxxxx,P5(u)u_x,P4(u)u_xxxxx,0.098,0.0003
Heat,u^5u_x,u^5u_xxxxx,P5(u)u_x,P5(u)u_xxxxx,0.1164,0.0907
Heat,u^5u_x,u^6u_xxxxx,P5(u)u_x,P6(u)u_xxxxx,0.0963,-0.0261
Heat,u^5u_x,u_xxxxxx,P5(u)u_x,P0(u)u_xxxxxx,0.0046,0.0015
Heat,u^5u_x,uu_xxxxxx,P5(u)u_x,P1(u)u_xxxxxx,0.0089,-0.0043
Heat,u^5u_x,u^2u_xxxxxx,P5(u)u_x,P2(u)u_xxxxxx,0.007,0.0
Heat,u^5u_x,u^3u_xxxxxx,P5(u)u_x,P3(u)u_xxxxxx,0.0117,0.0051
Heat,u^5u_x,u^4u_xxxxxx,P5(u)u_x,P4(u)u_xxxxxx,0.0101,-0.0084
Heat,u^5u_x,u^5u_xxxxxx,P5(u)u_x,P5(u)u_xxxxxx,0.0143,-0.0012
Heat,u^5u_x,u^6u_xxxxxx,P5(u)u_x,P6(u)u_xxxxxx,0.0115,0.0198
Heat,u^6u_x,u_xx,P6(u)u_x,P0(u)u_xx,0.1059,0.1196
Heat,u^6u_x,uu_xx,P6(u)u_x,P1(u)u_xx,0.1601,0.0696
Heat,u^6u_x,u^2u_xx,P6(u)u_x,P2(u)u_xx,0.0406,-0.0276
Heat,u^6u_x,u^3u_xx,P6(u)u_x,P3(u)u_xx,0.0452,-0.0109
Heat,u^6u_x,u^4u_xx,P6(u)u_x,P4(u)u_xx,0.0332,0.0084
Heat,u^6u_x,u^5u_xx,P6(u)u_x,P5(u)u_xx,0.0314,-0.0088
Heat,u^6u_x,u^6u_xx,P6(u)u_x,P6(u)u_xx,0.028,-0.0026
Heat,u^6u_x,u_xxx,P6(u)u_x,P0(u)u_xxx,-0.3254,-0.0923
Heat,u^6u_x,uu_xxx,P6(u)u_x,P1(u)u_xxx,-0.279,0.1044
Heat,u^6u_x,u^2u_xxx,P6(u)u_x,P2(u)u_xxx,-0.4921,-0.0805
Heat,u^6u_x,u^3u_xxx,P6(u)u_x,P3(u)u_xxx,-0.3583,-0.0922
Heat,u^6u_x,u^4u_xxx,P6(u)u_x,P4(u)u_xxx,-0.4556,0.4073
Heat,u^6u_x,u^5u_xxx,P6(u)u_x,P5(u)u_xxx,-0.3423,0.0322
Heat,u^6u_x,u^6u_xxx,P6(u)u_x,P6(u)u_xxx,-0.3688,-0.4642
Heat,u^6u_x,u_xxxx,P6(u)u_x,P0(u)u_xxxx,-0.0383,-0.032
Heat,u^6u_x,uu_xxxx,P6(u)u_x,P1(u)u_xxxx,-0.0495,-0.0232
Heat,u^6u_x,u^2u_xxxx,P6(u)u_x,P2(u)u_xxxx,-0.0152,0.0044
Heat,u^6u_x,u^3u_xxxx,P6(u)u_x,P3(u)u_xxxx,-0.0194,-0.0052
Heat,u^6u_x,u^4u_xxxx,P6(u)u_x,P4(u)u_xxxx,-0.0177,-0.0054
Heat,u^6u_x,u^5u_xxxx,P6(u)u_x,P5(u)u_xxxx,-0.0178,0.0121
Heat,u^6u_x,u^6u_xxxx,P6(u)u_x,P6(u)u_xxxx,-0.0192,0.0027
Heat,u^6u_x,u_xxxxx,P6(u)u_x,P0(u)u_xxxxx,0.0392,0.0287
Heat,u^6u_x,uu_xxxxx,P6(u)u_x,P1(u)u_xxxxx,0.0519,-0.0151
Heat,u^6u_x,u^2u_xxxxx,P6(u)u_x,P2(u)u_xxxxx,0.1168,0.0043
Heat,u^6u_x,u^3u_xxxxx,P6(u)u_x,P3(u)u_xxxxx,0.1041,0.035
Heat,u^6u_x,u^4u_xxxxx,P6(u)u_x,P4(u)u_xxxxx,0.1411,-0.0963
Heat,u^6u_x,u^5u_xxxxx,P6(u)u_x,P5(u)u_xxxxx,0.1222,-0.0377
Heat,u^6u_x,u^6u_xxxxx,P6(u)u_x,P6(u)u_xxxxx,0.139,0.1112
Heat,u^6u_x,u_xxxxxx,P6(u)u_x,P0(u)u_xxxxxx,0.0091,0.0015
Heat,u^6u_x,uu_xxxxxx,P6(u)u_x,P1(u)u_xxxxxx,0.0172,0.0092
Heat,u^6u_x,u^2u_xxxxxx,P6(u)u_x,P2(u)u_xxxxxx,0.0094,-0.0014
Heat,u^6u_x,u^3u_xxxxxx,P6(u)u_x,P3(u)u_xxxxxx,0.0138,0.0073
Heat,u^6u_x,u^4u_xxxxxx,P6(u)u_x,P4(u)u_xxxxxx,0.0146,0.0055
Heat,u^6u_x,u^5u_xxxxxx,P6(u)u_x,P5(u)u_xxxxxx,0.0154,-0.0124
Heat,u^6u_x,u^6u_xxxxxx,P6(u)u_x,P6(u)u_xxxxxx,0.0177,-0.003
Heat,u_xx,uu_xx,P0(u)u_xx,P1(u)u_xx,0.0258,-0.2265
Heat,u_xx,u^2u_xx,P0(u)u_xx,P2(u)u_xx,0.6332,0.3958
Heat,u_xx,u^3u_xx,P0(u)u_xx,P3(u)u_xx,0.2148,-0.0123
Heat,u_xx,u^4u_xx,P0(u)u_xx,P4(u)u_xx,0.5644,-0.3919
Heat,u_xx,u^5u_xx,P0(u)u_xx,P5(u)u_xx,0.2836,0.076
Heat,u_xx,u^6u_xx,P0(u)u_xx,P6(u)u_xx,0.5107,-0.0163
Heat,u_xx,u_xxx,P0(u)u_xx,P0(u)u_xxx,0.0,0.0
Heat,u_xx,uu_xxx,P0(u)u_xx,P1(u)u_xxx,0.0209,0.0234
Heat,u_xx,u^2u_xxx,P0(u)u_xx,P2(u)u_xxx,0.0259,0.0203
Heat,u_xx,u^3u_xxx,P0(u)u_xx,P3(u)u_xxx,0.0341,0.0002
Heat,u_xx,u^4u_xxx,P0(u)u_xx,P4(u)u_xxx,0.0339,-0.0198
Heat,u_xx,u^5u_xxx,P0(u)u_xx,P5(u)u_xxx,0.0296,-0.0007
Heat,u_xx,u^6u_xxx,P0(u)u_xx,P6(u)u_xxx,0.0238,-0.0193
Heat,u_xx,u_xxxx,P0(u)u_xx,P0(u)u_xxxx,-0.4433,-0.4433
Heat,u_xx,uu_xxxx,P0(u)u_xx,P1(u)u_xxxx,-0.0365,0.0449
Heat,u_xx,u^2u_xxxx,P0(u)u_xx,P2(u)u_xxxx,-0.6068,-0.5294
Heat,u_xx,u^3u_xxxx,P0(u)u_xx,P3(u)u_xxxx,-0.22,0.0736
Heat,u_xx,u^4u_xxxx,P0(u)u_xx,P4(u)u_xxxx,-0.5598,0.4097
Heat,u_xx,u^5u_xxxx,P0(u)u_xx,P5(u)u_xxxx,-0.2856,-0.1013
Heat,u_xx,u^6u_xxxx,P0(u)u_xx,P6(u)u_xxxx,-0.5115,0.0324
Heat,u_xx,u_xxxxx,P0(u)u_xx,P0(u)u_xxxxx,0.0,0.0
