problem,std_term_i,std_term_j,leg_term_i,leg_term_j,corr_std,corr_leg
Allen_Cahn,uu_xx,uu_xxxx,P1(u)u_xx,P1(u)u_xxxx,-0.7552,-0.7828
Allen_Cahn,uu_xx,u^2u_xxxx,P1(u)u_xx,P2(u)u_xxxx,-0.1943,-0.0945
Allen_Cahn,uu_xx,u^3u_xxxx,P1(u)u_xx,P3(u)u_xxxx,-0.7381,-0.2304
Allen_Cahn,uu_xx,u^4u_xxxx,P1(u)u_xx,P4(u)u_xxxx,-0.2164,0.0873
Allen_Cahn,uu_xx,u^5u_xxxx,P1(u)u_xx,P5(u)u_xxxx,-0.6348,0.4105
Allen_Cahn,uu_xx,u^6u_xxxx,P1(u)u_xx,P6(u)u_xxxx,-0.2071,-0.0072
Allen_Cahn,uu_xx,u_xxxxx,P1(u)u_xx,P0(u)u_xxxxx,-0.0221,-0.0221
Allen_Cahn,uu_xx,uu_xxxxx,P1(u)u_xx,P1(u)u_xxxxx,-0.0219,-0.0223
Allen_Cahn,uu_xx,u^2u_xxxxx,P1(u)u_xx,P2(u)u_xxxxx,-0.0054,0.0245
Allen_Cahn,uu_xx,u^3u_xxxxx,P1(u)u_xx,P3(u)u_xxxxx,-0.0168,0.0134
Allen_Cahn,uu_xx,u^4u_xxxxx,P1(u)u_xx,P4(u)u_xxxxx,0.0016,-0.0176
Allen_Cahn,uu_xx,u^5u_xxxxx,P1(u)u_xx,P5(u)u_xxxxx,-0.0128,0.0045
Allen_Cahn,uu_xx,u^6u_xxxxx,P1(u)u_xx,P6(u)u_xxxxx,0.0067,0.011
Allen_Cahn,uu_xx,u_xxxxxx,P1(u)u_xx,P0(u)u_xxxxxx,0.0521,0.0089
Allen_Cahn,uu_xx,uu_xxxxxx,P1(u)u_xx,P1(u)u_xxxxxx,0.6774,0.7071
Allen_Cahn,uu_xx,u^2u_xxxxxx,P1(u)u_xx,P2(u)u_xxxxxx,0.1929,0.0957
Allen_Cahn,uu_xx,u^3u_xxxxxx,P1(u)u_xx,P3(u)u_xxxxxx,0.7318,0.2454
Allen_Cahn,uu_xx,u^4u_xxxxxx,P1(u)u_xx,P4(u)u_xxxxxx,0.2163,-0.0871
Allen_Cahn,uu_xx,u^5u_xxxxxx,P1(u)u_xx,P5(u)u_xxxxxx,0.6319,-0.4155
Allen_Cahn,uu_xx,u^6u_xxxxxx,P1(u)u_xx,P6(u)u_xxxxxx,0.2069,0.0043
Allen_Cahn,u^2u_xx,u^3u_xx,P2(u)u_xx,P3(u)u_xx,0.1566,-0.4079
Allen_Cahn,u^2u_xx,u^4u_xx,P2(u)u_xx,P4(u)u_xx,0.9698,-0.9297
Allen_Cahn,u^2u_xx,u^5u_xx,P2(u)u_xx,P5(u)u_xx,0.1273,0.3481
Allen_Cahn,u^2u_xx,u^6u_xx,P2(u)u_xx,P6(u)u_xx,0.9188,0.6374
Allen_Cahn,u^2u_xx,u_xxx,P2(u)u_xx,P0(u)u_xxx,0.0017,-0.0002
Allen_Cahn,u^2u_xx,uu_xxx,P2(u)u_xx,P1(u)u_xxx,-0.0611,-0.0682
Allen_Cahn,u^2u_xx,u^2u_xxx,P2(u)u_xx,P2(u)u_xxx,0.0389,0.019
Allen_Cahn,u^2u_xx,u^3u_xxx,P2(u)u_xx,P3(u)u_xxx,-0.0558,0.0616
Allen_Cahn,u^2u_xx,u^4u_xxx,P2(u)u_xx,P4(u)u_xxx,0.0274,-0.0529
Allen_Cahn,u^2u_xx,u^5u_xxx,P2(u)u_xx,P5(u)u_xxx,-0.044,-0.0369
Allen_Cahn,u^2u_xx,u^6u_xxx,P2(u)u_xx,P6(u)u_xxx,0.0105,0.0605
Allen_Cahn,u^2u_xx,u_xxxx,P2(u)u_xx,P0(u)u_xxxx,-0.1226,0.0794
Allen_Cahn,u^2u_xx,uu_xxxx,P2(u)u_xx,P1(u)u_xxxx,-0.0516,-0.0264
Allen_Cahn,u^2u_xx,u^2u_xxxx,P2(u)u_xx,P2(u)u_xxxx,-0.9942,-0.9635
Allen_Cahn,u^2u_xx,u^3u_xxxx,P2(u)u_xx,P3(u)u_xxxx,-0.1277,0.3238
Allen_Cahn,u^2u_xx,u^4u_xxxx,P2(u)u_xx,P4(u)u_xxxx,-0.9698,0.8791
Allen_Cahn,u^2u_xx,u^5u_xxxx,P2(u)u_xx,P5(u)u_xxxx,-0.1121,-0.3108
Allen_Cahn,u^2u_xx,u^6u_xxxx,P2(u)u_xx,P6(u)u_xxxx,-0.9157,-0.5377
Allen_Cahn,u^2u_xx,u_xxxxx,P2(u)u_xx,P0(u)u_xxxxx,-0.0029,-0.0016
Allen_Cahn,u^2u_xx,uu_xxxxx,P2(u)u_xx,P1(u)u_xxxxx,0.004,-0.0018
Allen_Cahn,u^2u_xx,u^2u_xxxxx,P2(u)u_xx,P2(u)u_xxxxx,-0.0108,-0.002
Allen_Cahn,u^2u_xx,u^3u_xxxxx,P2(u)u_xx,P3(u)u_xxxxx,-0.0024,-0.0059
Allen_Cahn,u^2u_xx,u^4u_xxxxx,P2(u)u_xx,P4(u)u_xxxxx,0.0008,0.0228
Allen_Cahn,u^2u_xx,u^5u_xxxxx,P2(u)u_xx,P5(u)u_xxxxx,-0.0025,0.008
Allen_Cahn,u^2u_xx,u^6u_xxxxx,P2(u)u_xx,P6(u)u_xxxxx,0.0098,-0.0293
Allen_Cahn,u^2u_xx,u_xxxxxx,P2(u)u_xx,P0(u)u_xxxxxx,0.0537,-0.0954
Allen_Cahn,u^2u_xx,uu_xxxxxx,P2(u)u_xx,P1(u)u_xxxxxx,0.0291,0.0084
Allen_Cahn,u^2u_xx,u^2u_xxxxxx,P2(u)u_xx,P2(u)u_xxxxxx,0.9914,0.9533
Allen_Cahn,u^2u_xx,u^3u_xxxxxx,P2(u)u_xx,P3(u)u_xxxxxx,0.1237,-0.3111
Allen_Cahn,u^2u_xx,u^4u_xxxxxx,P2(u)u_xx,P4(u)u_xxxxxx,0.9675,-0.8697
Allen_Cahn,u^2u_xx,u^5u_xxxxxx,P2(u)u_xx,P5(u)u_xxxxxx,0.1108,0.3034
Allen_Cahn,u^2u_xx,u^6u_xxxxxx,P2(u)u_xx,P6(u)u_xxxxxx,0.9121,0.5212
Allen_Cahn,u^3u_xx,u^4u_xx,P3(u)u_xx,P4(u)u_xx,0.1814,0.322
Allen_Cahn,u^3u_xx,u^5u_xx,P3(u)u_xx,P5(u)u_xx,0.9773,-0.9227
Allen_Cahn,u^3u_xx,u^6u_xx,P3(u)u_xx,P6(u)u_xx,0.185,-0.2189
Allen_Cahn,u^3u_xx,u_xxx,P3(u)u_xx,P0(u)u_xxx,-0.0404,-0.0738
Allen_Cahn,u^3u_xx,uu_xxx,P3(u)u_xx,P1(u)u_xxx,0.0619,0.1083
Allen_Cahn,u^3u_xx,u^2u_xxx,P3(u)u_xx,P2(u)u_xxx,-0.0446,0.0561
Allen_Cahn,u^3u_xx,u^3u_xxx,P3(u)u_xx,P3(u)u_xxx,0.0458,-0.1128
Allen_Cahn,u^3u_xx,u^4u_xxx,P3(u)u_xx,P4(u)u_xxx,-0.0363,-0.0137
Allen_Cahn,u^3u_xx,u^5u_xxx,P3(u)u_xx,P5(u)u_xxx,0.026,0.078
Allen_Cahn,u^3u_xx,u^6u_xxx,P3(u)u_xx,P6(u)u_xxx,-0.0344,-0.0292
Allen_Cahn,u^3u_xx,u_xxxx,P3(u)u_xx,P0(u)u_xxxx,-0.066,-0.0255
Allen_Cahn,u^3u_xx,uu_xxxx,P3(u)u_xx,P1(u)u_xxxx,-0.3076,0.2487
Allen_Cahn,u^3u_xx,u^2u_xxxx,P3(u)u_xx,P2(u)u_xxxx,-0.1201,0.3208
Allen_Cahn,u^3u_xx,u^3u_xxxx,P3(u)u_xx,P3(u)u_xxxx,-0.9902,-0.9655
Allen_Cahn,u^3u_xx,u^4u_xxxx,P3(u)u_xx,P4(u)u_xxxx,-0.1658,-0.2868
Allen_Cahn,u^3u_xx,u^5u_xxxx,P3(u)u_xx,P5(u)u_xxxx,-0.9712,0.8872
Allen_Cahn,u^3u_xx,u^6u_xxxx,P3(u)u_xx,P6(u)u_xxxx,-0.1758,0.1866
Allen_Cahn,u^3u_xx,u_xxxxx,P3(u)u_xx,P0(u)u_xxxxx,-0.0053,0.0085
Allen_Cahn,u^3u_xx,uu_xxxxx,P3(u)u_xx,P1(u)u_xxxxx,-0.025,-0.0162
Allen_Cahn,u^3u_xx,u^2u_xxxxx,P3(u)u_xx,P2(u)u_xxxxx,-0.0051,-0.0121
Allen_Cahn,u^3u_xx,u^3u_xxxxx,P3(u)u_xx,P3(u)u_xxxxx,-0.0188,0.0262
Allen_Cahn,u^3u_xx,u^4u_xxxxx,P3(u)u_xx,P4(u)u_xxxxx,-0.0024,0.0069
Allen_Cahn,u^3u_xx,u^5u_xxxxx,P3(u)u_xx,P5(u)u_xxxxx,-0.0079,-0.0182
Allen_Cahn,u^3u_xx,u^6u_xxxxx,P3(u)u_xx,P6(u)u_xxxxx,0.0038,0.0088
Allen_Cahn,u^3u_xx,u_xxxxxx,P3(u)u_xx,P0(u)u_xxxxxx,0.0164,-0.0042
Allen_Cahn,u^3u_xx,uu_xxxxxx,P3(u)u_xx,P1(u)u_xxxxxx,0.2566,-0.241
Allen_Cahn,u^3u_xx,u^2u_xxxxxx,P3(u)u_xx,P2(u)u_xxxxxx,0.1173,-0.311
Allen_Cahn,u^3u_xx,u^3u_xxxxxx,P3(u)u_xx,P3(u)u_xxxxxx,0.9822,0.9514
Allen_Cahn,u^3u_xx,u^4u_xxxxxx,P3(u)u_xx,P4(u)u_xxxxxx,0.1651,0.2818
Allen_Cahn,u^3u_xx,u^5u_xxxxxx,P3(u)u_xx,P5(u)u_xxxxxx,0.9656,-0.8771
Allen_Cahn,u^3u_xx,u^6u_xxxxxx,P3(u)u_xx,P6(u)u_xxxxxx,0.1758,-0.1816
Allen_Cahn,u^4u_xx,u^5u_xx,P4(u)u_xx,P5(u)u_xx,0.1582,-0.2691
Allen_Cahn,u^4u_xx,u^6u_xx,P4(u)u_xx,P6(u)u_xx,0.9859,-0.8576
Allen_Cahn,u^4u_xx,u_xxx,P4(u)u_xx,P0(u)u_xxx,0.0134,0.0256
Allen_Cahn,u^4u_xx,uu_xxx,P4(u)u_xx,P1(u)u_xxx,-0.0616,0.0514
Allen_Cahn,u^4u_xx,u^2u_xxx,P4(u)u_xx,P2(u)u_xxx,0.0453,-0.0418
Allen_Cahn,u^4u_xx,u^3u_xxx,P4(u)u_xx,P3(u)u_xxx,-0.0566,-0.0416
Allen_Cahn,u^4u_xx,u^4u_xxx,P4(u)u_xx,P4(u)u_xxx,0.0315,0.0659
Allen_Cahn,u^4u_xx,u^5u_xxx,P4(u)u_xx,P5(u)u_xxx,-0.0467,0.0175
Allen_Cahn,u^4u_xx,u^6u_xxx,P4(u)u_xx,P6(u)u_xxx,0.0125,-0.0635
Allen_Cahn,u^4u_xx,u_xxxx,P4(u)u_xx,P0(u)u_xxxx,-0.0892,0.0383
Allen_Cahn,u^4u_xx,uu_xxxx,P4(u)u_xx,P1(u)u_xxxx,-0.0579,0.023
Allen_Cahn,u^4u_xx,u^2u_xxxx,P4(u)u_xx,P2(u)u_xxxx,-0.9563,0.9694
Allen_Cahn,u^4u_xx,u^3u_xxxx,P4(u)u_xx,P3(u)u_xxxx,-0.153,-0.243
Allen_Cahn,u^4u_xx,u^4u_xxxx,P4(u)u_xx,P4(u)u_xxxx,-0.9975,-0.9896
Allen_Cahn,u^4u_xx,u^5u_xxxx,P4(u)u_xx,P5(u)u_xxxx,-0.1433,0.2381
Allen_Cahn,u^4u_xx,u^6u_xxxx,P4(u)u_xx,P6(u)u_xxxx,-0.9826,0.782
Allen_Cahn,u^4u_xx,u_xxxxx,P4(u)u_xx,P0(u)u_xxxxx,-0.0075,-0.0065
Allen_Cahn,u^4u_xx,uu_xxxxx,P4(u)u_xx,P1(u)u_xxxxx,0.0006,-0.0022
Allen_Cahn,u^4u_xx,u^2u_xxxxx,P4(u)u_xx,P2(u)u_xxxxx,-0.014,0.0113
Allen_Cahn,u^4u_xx,u^3u_xxxxx,P4(u)u_xx,P3(u)u_xxxxx,-0.0055,0.0083
Allen_Cahn,u^4u_xx,u^4u_xxxxx,P4(u)u_xx,P4(u)u_xxxxx,-0.0021,-0.0296
Allen_Cahn,u^4u_xx,u^5u_xxxxx,P4(u)u_xx,P5(u)u_xxxxx,-0.0037,-0.0067
Allen_Cahn,u^4u_xx,u^6u_xxxxx,P4(u)u_xx,P6(u)u_xxxxx,0.0084,0.0354
Allen_Cahn,u^4u_xx,u_xxxxxx,P4(u)u_xx,P0(u)u_xxxxxx,0.0352,0.0177
Allen_Cahn,u^4u_xx,uu_xxxxxx,P4(u)u_xx,P1(u)u_xxxxxx,0.0341,-0.0072
Allen_Cahn,u^4u_xx,u^2u_xxxxxx,P4(u)u_xx,P2(u)u_xxxxxx,0.9531,-0.9654
Allen_Cahn,u^4u_xx,u^3u_xxxxxx,P4(u)u_xx,P3(u)u_xxxxxx,0.1485,0.2325
Allen_Cahn,u^4u_xx,u^4u_xxxxxx,P4(u)u_xx,P4(u)u_xxxxxx,0.9953,0.985
Allen_Cahn,u^4u_xx,u^5u_xxxxxx,P4(u)u_xx,P5(u)u_xxxxxx,0.1418,-0.232
Allen_Cahn,u^4u_xx,u^6u_xxxxxx,P4(u)u_xx,P6(u)u_xxxxxx,0.9793,-0.7673
Allen_Cahn,u^5u_xx,u^6u_xx,P5(u)u_xx,P6(u)u_xx,0.1697,0.2144
Allen_Cahn,u^5u_xx,u_xxx,P5(u)u_xx,P0(u)u_xxx,-0.0434,0.0615
Allen_Cahn,u^5u_xx,uu_xxx,P5(u)u_xx,P1(u)u_xxx,0.0542,-0.1089
Allen_Cahn,u^5u_xx,u^2u_xxx,P5(u)u_xx,P2(u)u_xxx,-0.0474,-0.0433
Allen_Cahn,u^5u_xx,u^3u_xxx,P5(u)u_xx,P3(u)u_xxx,0.0408,0.1092
Allen_Cahn,u^5u_xx,u^4u_xxx,P5(u)u_xx,P4(u)u_xxx,-0.0383,0.0034
Allen_Cahn,u^5u_xx,u^5u_xxx,P5(u)u_xx,P5(u)u_xxx,0.0226,-0.0724
Allen_Cahn,u^5u_xx,u^6u_xxx,P5(u)u_xx,P6(u)u_xxx,-0.0367,0.0364
Allen_Cahn,u^5u_xx,u_xxxx,P5(u)u_xx,P0(u)u_xxxx,-0.0525,0.0374
Allen_Cahn,u^5u_xx,uu_xxxx,P5(u)u_xx,P1(u)u_xxxx,-0.2277,-0.0075
Allen_Cahn,u^5u_xx,u^2u_xxxx,P5(u)u_xx,P2(u)u_xxxx,-0.0945,-0.251
Allen_Cahn,u^5u_xx,u^3u_xxxx,P5(u)u_xx,P3(u)u_xxxx,-0.9667,0.9509
Allen_Cahn,u^5u_xx,u^4u_xxxx,P5(u)u_xx,P4(u)u_xxxx,-0.1439,0.2378
Allen_Cahn,u^5u_xx,u^5u_xxxx,P5(u)u_xx,P5(u)u_xxxx,-0.9949,-0.9903
Allen_Cahn,u^5u_xx,u^6u_xxxx,P5(u)u_xx,P6(u)u_xxxx,-0.1616,-0.1932
Allen_Cahn,u^5u_xx,u_xxxxx,P5(u)u_xx,P0(u)u_xxxxx,-0.0024,0.001
Allen_Cahn,u^5u_xx,uu_xxxxx,P5(u)u_xx,P1(u)u_xxxxx,-0.022,0.0223
Allen_Cahn,u^5u_xx,u^2u_xxxxx,P5(u)u_xx,P2(u)u_xxxxx,-0.0056,0.0008
Allen_Cahn,u^5u_xx,u^3u_xxxxx,P5(u)u_xx,P3(u)u_xxxxx,-0.0172,-0.0294
Allen_Cahn,u^5u_xx,u^4u_xxxxx,P5(u)u_xx,P4(u)u_xxxxx,-0.004,0.0014
Allen_Cahn,u^5u_xx,u^5u_xxxxx,P5(u)u_xx,P5(u)u_xxxxx,-0.0068,0.0191
Allen_Cahn,u^5u_xx,u^6u_xxxxx,P5(u)u_xx,P6(u)u_xxxxx,0.0028,-0.0142
Allen_Cahn,u^5u_xx,u_xxxxxx,P5(u)u_xx,P0(u)u_xxxxxx,0.0104,-0.0002
Allen_Cahn,u^5u_xx,uu_xxxxxx,P5(u)u_xx,P1(u)u_xxxxxx,0.186,0.0236
Allen_Cahn,u^5u_xx,u^2u_xxxxxx,P5(u)u_xx,P2(u)u_xxxxxx,0.0918,0.2412
Allen_Cahn,u^5u_xx,u^3u_xxxxxx,P5(u)u_xx,P3(u)u_xxxxxx,0.9591,-0.9437
Allen_Cahn,u^5u_xx,u^4u_xxxxxx,P5(u)u_xx,P4(u)u_xxxxxx,0.1433,-0.2336
Allen_Cahn,u^5u_xx,u^5u_xxxxxx,P5(u)u_xx,P5(u)u_xxxxxx,0.9896,0.9846
Allen_Cahn,u^5u_xx,u^6u_xxxxxx,P5(u)u_xx,P6(u)u_xxxxxx,0.1619,0.1898
Allen_Cahn,u^6u_xx,u_xxx,P6(u)u_xx,P0(u)u_xxx,0.0168,-0.0761
Allen_Cahn,u^6u_xx,uu_xxx,P6(u)u_xx,P1(u)u_xxx,-0.0613,-0.0155
Allen_Cahn,u^6u_xx,u^2u_xxx,P6(u)u_xx,P2(u)u_xxx,0.0437,0.0807
Allen_Cahn,u^6u_xx,u^3u_xxx,P6(u)u_xx,P3(u)u_xxx,-0.0569,0.0073
Allen_Cahn,u^6u_xx,u^4u_xxx,P6(u)u_xx,P4(u)u_xxx,0.0303,-0.0791
Allen_Cahn,u^6u_xx,u^5u_xxx,P6(u)u_xx,P5(u)u_xxx,-0.0481,0.0107
Allen_Cahn,u^6u_xx,u^6u_xxx,P6(u)u_xx,P6(u)u_xxx,0.0115,0.0608
Allen_Cahn,u^6u_xx,u_xxxx,P6(u)u_xx,P0(u)u_xxxx,-0.0732,-0.0706
Allen_Cahn,u^6u_xx,uu_xxxx,P6(u)u_xx,P1(u)u_xxxx,-0.0581,-0.0084
Allen_Cahn,u^6u_xx,u^2u_xxxx,P6(u)u_xx,P2(u)u_xxxx,-0.9025,-0.7401
Allen_Cahn,u^6u_xx,u^3u_xxxx,P6(u)u_xx,P3(u)u_xxxx,-0.1589,0.1832
Allen_Cahn,u^6u_xx,u^4u_xxxx,P6(u)u_xx,P4(u)u_xxxx,-0.9826,0.9034
Allen_Cahn,u^6u_xx,u^5u_xxxx,P6(u)u_xx,P5(u)u_xxxx,-0.156,-0.2043
Allen_Cahn,u^6u_xx,u^6u_xxxx,P6(u)u_xx,P6(u)u_xxxx,-0.9976,-0.9857
Allen_Cahn,u^6u_xx,u_xxxxx,P6(u)u_xx,P0(u)u_xxxxx,-0.0088,0.0209
Allen_Cahn,u^6u_xx,uu_xxxxx,P6(u)u_xx,P1(u)u_xxxxx,-0.0008,0.0043
Allen_Cahn,u^6u_xx,u^2u_xxxxx,P6(u)u_xx,P2(u)u_xxxxx,-0.0138,-0.0219
Allen_Cahn,u^6u_xx,u^3u_xxxxx,P6(u)u_xx,P3(u)u_xxxxx,-0.0069,-0.0101
Allen_Cahn,u^6u_xx,u^4u_xxxxx,P6(u)u_xx,P4(u)u_xxxxx,-0.0027,0.0302
Allen_Cahn,u^6u_xx,u^5u_xxxxx,P6(u)u_xx,P5(u)u_xxxxx,-0.0042,0.0047
Allen_Cahn,u^6u_xx,u^6u_xxxxx,P6(u)u_xx,P6(u)u_xxxxx,0.0077,-0.0364
Allen_Cahn,u^6u_xx,u_xxxxxx,P6(u)u_xx,P0(u)u_xxxxxx,0.0282,0.0005
Allen_Cahn,u^6u_xx,uu_xxxxxx,P6(u)u_xx,P1(u)u_xxxxxx,0.0351,0.0013
Allen_Cahn,u^6u_xx,u^2u_xxxxxx,P6(u)u_xx,P2(u)u_xxxxxx,0.8994,0.7437
Allen_Cahn,u^6u_xx,u^3u_xxxxxx,P6(u)u_xx,P3(u)u_xxxxxx,0.1543,-0.1776
Allen_Cahn,u^6u_xx,u^4u_xxxxxx,P6(u)u_xx,P4(u)u_xxxxxx,0.9808,-0.9065
Allen_Cahn,u^6u_xx,u^5u_xxxxxx,P6(u)u_xx,P5(u)u_xxxxxx,0.1546,0.2013
Allen_Cahn,u^6u_xx,u^6u_xxxxxx,P6(u)u_xx,P6(u)u_xxxxxx,0.9949,0.9782
Allen_Cahn,u_xxx,uu_xxx,P0(u)u_xxx,P1(u)u_xxx,0.2963,0.1147
Allen_Cahn,u_xxx,u^2u_xxx,P0(u)u_xxx,P2(u)u_xxx,0.647,-0.9479
Allen_Cahn,u_xxx,u^3u_xxx,P0(u)u_xxx,P3(u)u_xxx,0.155,-0.146
Allen_Cahn,u_xxx,u^4u_xxx,P0(u)u_xxx,P4(u)u_xxx,0.3051,0.6996
Allen_Cahn,u_xxx,u^5u_xxx,P0(u)u_xxx,P5(u)u_xxx,0.0678,0.1428
Allen_Cahn,u_xxx,u^6u_xxx,P0(u)u_xxx,P6(u)u_xxx,0.1374,-0.3733
Allen_Cahn,u_xxx,u_xxxx,P0(u)u_xxx,P0(u)u_xxxx,-0.0,-0.0
Allen_Cahn,u_xxx,uu_xxxx,P0(u)u_xxx,P1(u)u_xxxx,-0.0214,-0.0205
Allen_Cahn,u_xxx,u^2u_xxxx,P0(u)u_xxx,P2(u)u_xxxx,0.0008,0.0024
Allen_Cahn,u_xxx,u^3u_xxxx,P0(u)u_xxx,P3(u)u_xxxx,0.0459,0.0603
Allen_Cahn,u_xxx,u^4u_xxxx,P0(u)u_xxx,P4(u)u_xxxx,-0.0129,-0.0291
Allen_Cahn,u_xxx,u^5u_xxxx,P0(u)u_xxx,P5(u)u_xxxx,0.0453,-0.0548
Allen_Cahn,u_xxx,u^6u_xxxx,P0(u)u_xxx,P6(u)u_xxxx,-0.0169,0.0782
Allen_Cahn,u_xxx,u_xxxxx,P0(u)u_xxx,P0(u)u_xxxxx,-0.623,-0.623
Allen_Cahn,u_xxx,uu_xxxxx,P0(u)u_xxx,P1(u)u_xxxxx,-0.0879,-0.0155
Allen_Cahn,u_xxx,u^2u_xxxxx,P0(u)u_xxx,P2(u)u_xxxxx,-0.3082,0.5682
Allen_Cahn,u_xxx,u^3u_xxxxx,P0(u)u_xxx,P3(u)u_xxxxx,-0.0367,0.0308
Allen_Cahn,u_xxx,u^4u_xxxxx,P0(u)u_xxx,P4(u)u_xxxxx,-0.1475,-0.2774
Allen_Cahn,u_xxx,u^5u_xxxxx,P0(u)u_xxx,P5(u)u_xxxxx,-0.013,-0.0356
Allen_Cahn,u_xxx,u^6u_xxxxx,P0(u)u_xxx,P6(u)u_xxxxx,-0.0701,0.0811
Allen_Cahn,u_xxx,u_xxxxxx,P0(u)u_xxx,P0(u)u_xxxxxx,0.0,0.0
Allen_Cahn,u_xxx,uu_xxxxxx,P0(u)u_xxx,P1(u)u_xxxxxx,0.0202,0.0195
Allen_Cahn,u_xxx,u^2u_xxxxxx,P0(u)u_xxx,P2(u)u_xxxxxx,-0.0002,-0.0017
Allen_Cahn,u_xxx,u^3u_xxxxxx,P0(u)u_xxx,P3(u)u_xxxxxx,-0.0451,-0.0588
Allen_Cahn,u_xxx,u^4u_xxxxxx,P0(u)u_xxx,P4(u)u_xxxxxx,0.0136,0.0285
Allen_Cahn,u_xxx,u^5u_xxxxxx,P0(u)u_xxx,P5(u)u_xxxxxx,-0.0442,0.0531
Allen_Cahn,u_xxx,u^6u_xxxxxx,P0(u)u_xxx,P6(u)u_xxxxxx,0.0176,-0.0772
Allen_Cahn,uu_xxx,u^2u_xxx,P1(u)u_xxx,P2(u)u_xxx,0.2898,-0.1212
Allen_Cahn,uu_xxx,u^3u_xxx,P1(u)u_xxx,P3(u)u_xxx,0.8045,-0.8886
Allen_Cahn,uu_xxx,u^4u_xxx,P1(u)u_xxx,P4(u)u_xxx,0.176,0.0895
Allen_Cahn,uu_xxx,u^5u_xxx,P1(u)u_xxx,P5(u)u_xxx,0.529,0.5248
Allen_Cahn,uu_xxx,u^6u_xxx,P1(u)u_xxx,P6(u)u_xxx,0.104,-0.0145
Allen_Cahn,uu_xxx,u_xxxx,P1(u)u_xxx,P0(u)u_xxxx,0.0124,0.01
Allen_Cahn,uu_xxx,uu_xxxx,P1(u)u_xxx,P1(u)u_xxxx,0.0074,0.0129
Allen_Cahn,uu_xxx,u^2u_xxxx,P1(u)u_xxx,P2(u)u_xxxx,0.0632,0.059
Allen_Cahn,uu_xxx,u^3u_xxxx,P1(u)u_xxx,P3(u)u_xxxx,-0.063,-0.1072
Allen_Cahn,uu_xxx,u^4u_xxxx,P1(u)u_xxx,P4(u)u_xxxx,0.0611,-0.0455
Allen_Cahn,uu_xxx,u^5u_xxxx,P1(u)u_xxx,P5(u)u_xxxx,-0.0557,0.1055
Allen_Cahn,uu_xxx,u^6u_xxxx,P1(u)u_xxx,P6(u)u_xxxx,0.0586,0.009
Allen_Cahn,uu_xxx,u_xxxxx,P1(u)u_xxx,P0(u)u_xxxxx,-0.1469,-0.0388
Allen_Cahn,uu_xxx,uu_xxxxx,P1(u)u_xxx,P1(u)u_xxxxx,-0.7994,-0.8266
Allen_Cahn,uu_xxx,u^2u_xxxxx,P1(u)u_xxx,P2(u)u_xxxxx,-0.1483,0.0542
Allen_Cahn,uu_xxx,u^3u_xxxxx,P1(u)u_xxx,P3(u)u_xxxxx,-0.6365,0.7129
Allen_Cahn,uu_xxx,u^4u_xxxxx,P1(u)u_xxx,P4(u)u_xxxxx,-0.1086,-0.0382
Allen_Cahn,uu_xxx,u^5u_xxxxx,P1(u)u_xxx,P5(u)u_xxxxx,-0.4302,-0.3328
Allen_Cahn,uu_xxx,u^6u_xxxxx,P1(u)u_xxx,P6(u)u_xxxxx,-0.0797,-0.0036
Allen_Cahn,uu_xxx,u_xxxxxx,P1(u)u_xxx,P0(u)u_xxxxxx,-0.0048,-0.0021
Allen_Cahn,uu_xxx,uu_xxxxxx,P1(u)u_xxx,P1(u)u_xxxxxx,0.0008,-0.0043
Allen_Cahn,uu_xxx,u^2u_xxxxxx,P1(u)u_xxx,P2(u)u_xxxxxx,-0.0619,-0.0585
Allen_Cahn,uu_xxx,u^3u_xxxxxx,P1(u)u_xxx,P3(u)u_xxxxxx,0.066,0.1035
Allen_Cahn,uu_xxx,u^4u_xxxxxx,P1(u)u_xxx,P4(u)u_xxxxxx,-0.0596,0.0443
Allen_Cahn,uu_xxx,u^5u_xxxxxx,P1(u)u_xxx,P5(u)u_xxxxxx,0.0575,-0.1046
Allen_Cahn,uu_xxx,u^6u_xxxxxx,P1(u)u_xxx,P6(u)u_xxxxxx,-0.0566,-0.0074
Allen_Cahn,u^2u_xxx,u^3u_xxx,P2(u)u_xxx,P3(u)u_xxx,0.2385,0.1418
Allen_Cahn,u^2u_xxx,u^4u_xxx,P2(u)u_xxx,P4(u)u_xxx,0.8426,-0.8633
Allen_Cahn,u^2u_xxx,u^5u_xxx,P2(u)u_xxx,P5(u)u_xxx,0.1746,-0.1329
Allen_Cahn,u^2u_xxx,u^6u_xxx,P2(u)u_xxx,P6(u)u_xxx,0.6093,0.5045
Allen_Cahn,u^2u_xxx,u_xxxx,P2(u)u_xxx,P0(u)u_xxxx,-0.0036,-0.0094
Allen_Cahn,u^2u_xxx,uu_xxxx,P2(u)u_xxx,P1(u)u_xxxx,-0.0121,0.0186
Allen_Cahn,u^2u_xxx,u^2u_xxxx,P2(u)u_xxx,P2(u)u_xxxx,-0.0364,-0.0197
Allen_Cahn,u^2u_xxx,u^3u_xxxx,P2(u)u_xxx,P3(u)u_xxxx,0.0454,-0.0425
Allen_Cahn,u^2u_xxx,u^4u_xxxx,P2(u)u_xxx,P4(u)u_xxxx,-0.0445,0.0428
Allen_Cahn,u^2u_xxx,u^5u_xxxx,P2(u)u_xxx,P5(u)u_xxxx,0.0448,0.0369
